,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
0,-0.8759712389119194,-2.101360596831938,-1.1457193146261795,-1.7907933433483627,-0.7954748952994595,-0.19322359062131486,0.17440417267510674,0.9300358800000837,0.058219676775754986,0.7121961852709394,0.12212493081441252,-0.19651094778463737,-0.10843694253967102,0.6153782007323496,0.04960228523948537,-0.09138049549799275,0.044780738347208485,0.052915255196488396
1,0.16222205188866892,-2.475730426498959,0.45619995126134366,-0.5531540009258169,0.8528061532587585,-0.1390586258593308,0.47776917301143945,0.5471825673386859,-0.021533912396668284,0.06413170200891481,0.28090186177349874,-0.01840303359149571,-0.7518379633458618,0.26443372613910715,-0.24792714132406957,-0.08785427893027536,-0.06153678848159226,-0.004546779197511078
2,-0.7203296592852868,-2.8095427403098623,1.3817358801419843,-1.4491733063193937,-0.21808733681376044,1.0095000824806484,-0.017309980145553478,0.4183239644895675,-0.23606461613805813,0.2304449563940401,0.016757046506220848,0.045090310873800214,-0.31448950956569877,0.09951635843346963,-0.011080889943343917,0.0494388990553981,-0.04572460508382868,0.04569486087144851
3,1.1247131178901644,-1.363620984565272,-1.0997404328330078,-1.0238810576526434,0.17276471453389386,2.1881002213415908,1.5360475765176451,0.6943227336869382,0.4116703151095442,-0.39301576947932443,-1.0592550897985817,0.33543806610867727,-0.7639240103843407,-0.18828463790509167,0.12358610434397958,-0.17112679678510503,-0.002818968186325365,-0.04706146557460939
4,1.2555822571999282,-1.8735766868998747,-0.1894271717367267,0.3038655983497414,0.5425298844340973,0.805268891025285,-0.23589890971177557,0.23489981587220976,-0.7855511929518151,1.3347997623511545,0.3022366789855742,-0.49760379958712203,-0.3148602318487457,0.43686472378542646,0.27615230592728784,0.13273139595418834,-0.009549561090604088,0.010578036990764124
5,1.8341712593246993,-1.4379301238195492,2.5462300224808745,0.2523577125212891,-0.7000185518458232,1.341917423617919,-1.5328519050166078,0.3146255562694776,0.4857769694153386,-0.5141697059991086,-0.05520671781474698,-0.39692583365480466,-0.013476751393847472,0.29038367637578805,-0.3936944708176461,0.08930149772351047,-0.15178606371760014,-0.016774266218883033
6,2.1171470379218515,-2.6709048841970247,0.32083318434136604,0.24469927172602632,-0.9867147408302218,-0.9357323412379123,1.1903779920154927,-0.43050309632289774,-0.24588605815835546,-0.2962699040971542,-0.3670399688719431,0.0415314433887303,0.07249231404992318,-0.07123214432204783,0.07406939173613648,-0.07299783290035826,-0.02700673935111253,-0.050322276979466285
7,0.6294232723168149,-2.293341919370294,-0.02756732641372405,-0.6777062997771046,0.34134006085192276,-0.48657666702992813,0.6833376980983544,-0.649247351861299,-0.6170740323653261,0.016652612206147874,0.17267788563329473,0.0450814633546018,1.1064448195388072,-0.26638686246179083,0.42109827460719607,-0.3633780560505371,-0.05265396192895622,0.03686173005487838
8,1.2629188786938434,2.5783818401261502,-0.002303498705985718,2.6930769363486284,-1.3827171872890864,-0.24725161491955136,-0.6013386520803298,-0.4133633541987335,1.7767241467298516,-0.8254283900443702,-0.7412018477906813,0.5492905048234078,0.2304731633530388,-0.2677971292502061,-0.13363208119864622,-0.24299160141554393,-0.03884980134601713,0.07853879285367969
9,-1.7090364079086207,-0.5966472027472478,-1.3841589456003127,1.0788866607974736,0.702277287091166,0.049955512809620795,-1.1649039005772026,-0.8675935443663789,0.969255360721388,0.2606321912268576,-0.20535343700327582,0.688061649966251,0.41945519115888136,-0.011360119058712191,-0.26966290163743123,-0.34307442640081576,0.026674184723993168,-0.0663215653605672
