,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
0,0.05641499208220925,0.9168698703924856,-0.11576332350747054,1.1889005496257328,0.828176429864931,0.09661896633250677,-0.3665662497719654,0.2718199445256585,-0.091321900765296
1,-0.14790560034018696,-0.000469526637561771,0.6598669120404902,1.1783436566872416,1.236977222765171,0.6929629537292402,0.4387939225163251,-0.20938376390926608,-0.06031854769985207
2,0.5400499780439318,0.542760723983568,0.9632958438503162,1.8470738917505805,1.0924395401294382,-0.048715219528065325,-0.34103418700023697,-0.5003000819518492,0.15610445675631857
3,-5.107248884082295,0.2280591307515213,0.6258193632071424,-0.5800878722716775,0.29257391345276296,-0.36883366683968477,-0.3017185768620138,0.24253697612088781,0.313485016943277
4,-2.636543503171749,0.661025547733851,0.012114464694166526,0.8797771244262825,0.04666472021346016,-0.46467653305647677,0.1953614617252681,0.28727295491340094,-0.6323639342841451
5,-1.6908046613755072,-0.32563223577755623,0.4929068290433752,0.2884315617099911,0.3013900315363419,-0.1963273008605522,0.14203263754877007,0.10367434155040324,-0.17716877043628293
6,1.0960659005684759,0.7108904937668088,0.32458456521178025,1.1057095245093898,0.12834284996018672,0.4692088325236225,-0.05408290807472367,0.3493134214496995,0.06538578843581881
7,-0.11634295808471465,0.32369129323430396,1.249003322020933,0.03628652424116348,0.2654499660968054,-0.7021353320166016,-0.10609585325007984,0.7809085374455538,-0.10648879745025878
8,2.287898311300555,0.46749633919148126,1.1464309899612242,-0.03252191190283025,-0.10655966143821095,-0.48292758308266454,0.07805080507835378,0.02048765103374282,0.6698012292525618
9,-1.2655917865519388,1.0933085937730092,1.1736408060141281,0.29393998126367016,0.11907646911041782,-0.2756857783154145,-0.06718130956082778,-0.6073772610161106,1.210343844278232
10,-0.3969521423137005,1.376632160135698,0.27309929747090345,-0.2207784867308273,0.6519211451305447,0.3328805034592735,0.7168803301797736,1.5951116911975396,-0.11160849679753018
11,-1.4125458617287754,1.3560635510511365,0.36262108904804446,-0.22340378295719948,0.4164175031851179,-0.7127369719176562,0.3958992921701033,0.39570199362092595,-0.037310462915284344
12,0.5912408445702652,0.561487227627345,0.5224714472441814,0.5822845378884368,-0.5152824890360362,-0.06654706362792852,-0.22260322292557772,0.3162454479489465,0.3982168794687349
13,2.5690417761554443,0.45742278465815384,0.7106950152039749,-0.4244350740753326,0.2226364871450465,0.24822677904134413,-0.4160995541841635,0.2893417131318808,-0.07129651182449634
14,-2.706528425989146,0.4409388664488643,1.1690954687626902,-0.13436448706281978,0.16753034158492536,0.09693738350534521,0.13185150638017626,0.14041516563543321,0.5551949742549683
15,4.0811798825785655,2.031285365568316,-0.775301252317544,-0.29420456702961884,0.8713740769856618,-0.08538552717991808,0.34196355155335917,-0.4686067849686556,0.07994666916682704
16,2.213633195804148,1.2863525478533457,1.2769825513158801,0.29410725716741287,-0.6864573897587617,0.057104737097233314,0.17313325837415872,-0.14867279002495568,-0.14714848859655705
